label,ImageId
5,395
2,396
5,397
1,398
7,399
7,400
0,401
6,402
0,403
6,404
9,405
4,406
5,407
3,408
1,409
9,410
0,411
6,412
5,413
4,414
1,415
8,416
6,417
5,418
2,419
5,420
3,421
1,422
6,423
6,424
4,425
7,426
8,427
9,428
3,429
3,430
7,431
4,432
7,433
1,434
7,435
7,436
8,437
3,438
8,439
5,440
8,441
0,442
5,443
1,444
4,445
5,446
3,447
0,448
8,449
8,450
3,451
6,452
9,453
9,454
5,455
7,456
3,457
0,458
7,459
9,460
6,461
6,462
2,463
9,464
0,465
6,466
9,467
9,468
1,469
5,470
5,471
9,472
6,473
4,474
2,475
0,476
0,477
5,478
6,479
8,480
6,481
0,482
0,483
3,484
5,485
5,486
8,487
8,488
2,489
2,490
4,491
9,492
1,493
6,494
1,495
5,496
9,497
4,498
0,499
4,500
1,501
6,502
1,503
0,504
5,505
4,506
7,507
2,508
2,509
1,510
4,511
7,512
7,513
2,514
1,515
3,516
7,517
0,518
2,519
2,520
6,521
8,522
0,523
8,524
7,525
8,526
9,527
4,528
2,529
1,530
0,531
0,532
2,533
9,534
2,535
4,536
5,537
2,538
6,539
7,540
7,541
4,542
3,543
7,544
6,545
4,546
2,547
6,548
4,549
7,550
4,551
7,552
7,553
9,554
9,555
5,556
3,557
3,558
8,559
1,560
2,561
7,562
5,563
3,564
4,565
4,566
4,567
7,568
2,569
0,570
0,571
1,572
9,573
4,574
7,575
3,576
3,577
4,578
9,579
2,580
1,581
9,582
2,583
1,584
0,585
1,586
4,587
0,588
9,589
0,590
2,591
9,592
8,593
5,594
3,595
9,596
4,597
5,598
1,599
3,600
9,601
1,602
0,603
8,604
8,605
1,606
6,607
2,608
5,609
8,610
9,611
0,612
7,613
7,614
6,615
2,616
9,617
3,618
7,619
3,620
6,621
7,622
7,623
2,624
7,625
0,626
4,627
2,628
4,629
9,630
3,631
2,632
7,633
9,634
2,635
6,636
9,637
4,638
4,639
6,640
0,641
3,642
0,643
0,644
8,645
9,646
6,647
0,648
6,649
7,650
7,651
5,652
4,653
9,654
7,655
6,656
2,657
0,658
8,659
9,660
5,661
3,662
0,663
2,664
0,665
0,666
8,667
4,668
0,669
5,670
6,671
9,672
7,673
6,674
1,675
2,676
6,677
5,678
7,679
5,680
1,681
3,682
7,683
6,684
0,685
9,686
9,687
1,688
5,689
4,690
1,691
1,692
5,693
4,694
2,695
5,696
5,697
7,698
7,699
4,700
6,701
7,702
9,703
9,704
4,705
6,706
8,707
9,708
9,709
0,710
6,711
5,712
6,713
4,714
6,715
1,716
0,717
9,718
2,719
9,720
3,721
6,722
0,723
8,724
6,725
8,726
9,727
0,728
8,729
9,730
6,731
2,732
2,733
7,734
2,735
3,736
4,737
4,738
8,739
4,740
9,741
1,742
5,743
9,744
3,745
1,746
8,747
4,748
9,749
1,750
3,751
1,752
0,753
1,754
5,755
8,756
0,757
4,758
9,759
1,760
4,761
2,762
0,763
6,764
9,765
0,766
1,767
4,768
7,769
3,770
2,771
6,772
4,773
1,774
8,775
1,776
7,777
3,778
4,779
8,780
9,781
0,782
3,783
1,784
7,785
9,786
6,787
6,788
5,789
8,790
2,791
8,792
7,793
6,794
1,795
3,796
0,797
0,798
4,799
7,800
1,801
9,802
9,803
0,804
9,805
0,806
8,807
2,808
9,809
8,810
8,811
1,812
0,813
8,814
2,815
2,816
2,817
0,818
0,819
6,820
8,821
9,822
6,823
1,824
9,825
1,826
5,827
6,828
8,829
3,830
8,831
7,832
7,833
8,834
3,835
9,836
3,837
6,838
0,839
0,840
7,841
2,842
5,843
3,844
3,845
0,846
1,847
2,848
3,849
5,850
9,851
8,852
0,853
4,854
8,855
6,856
9,857
4,858
7,859
2,860
3,861
1,862
0,863
1,864
0,865
3,866
5,867
0,868
0,869
5,870
0,871
2,872
8,873
2,874
7,875
2,876
7,877
8,878
7,879
0,880
3,881
3,882
6,883
9,884
5,885
2,886
3,887
4,888
1,889
5,890
1,891
9,892
3,893
6,894
2,895
8,896
9,897
9,898
4,899
8,900
8,901
8,902
8,903
7,904
5,905
8,906
1,907
2,908
2,909
3,910
1,911
5,912
8,913
8,914
8,915
0,916
0,917
0,918
8,919
7,920
5,921
0,922
2,923
1,924
9,925
3,926
8,927
5,928
8,929
2,930
7,931
6,932
7,933
1,934
1,935
1,936
1,937
4,938
1,939
2,940
1,941
3,942
3,943
2,944
5,945
6,946
1,947
0,948
2,949
8,950
5,951
5,952
9,953
2,954
5,955
5,956
4,957
1,958
0,959
7,960
6,961
0,962
3,963
1,964
1,965
8,966
5,967
9,968
3,969
3,970
3,971
0,972
2,973
7,974
4,975
8,976
4,977
9,978
3,979
6,980
3,981
7,982
0,983
3,984
9,985
7,986
1,987
1,988
8,989
1,990
2,991
9,992
5,993
9,994
7,995
6,996
1,997
6,998
8,999
2,1000
3,1001
8,1002
5,1003
6,1004
9,1005
9,1006
7,1007
9,1008
5,1009
3,1010
3,1011
7,1012
9,1013
6,1014
2,1015
2,1016
9,1017
7,1018
6,1019
7,1020
7,1021
0,1022
1,1023
4,1024
8,1025
3,1026
3,1027
5,1028
8,1029
7,1030
1,1031
7,1032
7,1033
7,1034
5,1035
9,1036
3,1037
7,1038
2,1039
2,1040
2,1041
9,1042
2,1043
2,1044
0,1045
5,1046
0,1047
4,1048
1,1049
0,1050
2,1051
8,1052
9,1053
6,1054
6,1055
3,1056
1,1057
7,1058
7,1059
9,1060
6,1061
5,1062
3,1063
5,1064
4,1065
6,1066
5,1067
0,1068
6,1069
1,1070
1,1071
3,1072
8,1073
7,1074
5,1075
9,1076
5,1077
0,1078
2,1079
6,1080
3,1081
2,1082
9,1083
2,1084
4,1085
2,1086
1,1087
0,1088
0,1089
9,1090
6,1091
0,1092
9,1093
7,1094
7,1095
5,1096
3,1097
9,1098
2,1099
5,1100
2,1101
1,1102
7,1103
2,1104
2,1105
9,1106
6,1107
9,1108
2,1109
1,1110
8,1111
8,1112
0,1113
1,1114
2,1115
0,1116
6,1117
6,1118
9,1119
1,1120
2,1121
2,1122
9,1123
1,1124
7,1125
5,1126
9,1127
0,1128
9,1129
7,1130
1,1131
2,1132
1,1133
7,1134
2,1135
1,1136
0,1137
9,1138
6,1139
7,1140
8,1141
0,1142
9,1143
3,1144
2,1145
0,1146
1,1147
7,1148
3,1149
5,1150
3,1151
1,1152
5,1153
4,1154
0,1155
2,1156
3,1157
6,1158
9,1159
8,1160
5,1161
0,1162
1,1163
4,1164
8,1165
7,1166
9,1167
0,1168
1,1169
9,1170
9,1171
4,1172
1,1173
2,1174
9,1175
7,1176
2,1177
5,1178
6,1179
6,1180
0,1181
2,1182
6,1183
5,1184
4,1185
9,1186
3,1187
1,1188
0,1189
6,1190
8,1191
7,1192
0,1193
0,1194
1,1195
1,1196
6,1197
6,1198
6,1199
3,1200
5,1201
7,1202
8,1203
9,1204
1,1205
0,1206
2,1207
4,1208
2,1209
7,1210
2,1211
4,1212
6,1213
9,1214
2,1215
9,1216
8,1217
4,1218
8,1219
9,1220
5,1221
5,1222
7,1223
4,1224
7,1225
7,1226
0,1227
7,1228
5,1229
5,1230
1,1231
2,1232
8,1233
8,1234
2,1235
4,1236
5,1237
5,1238
8,1239
7,1240
3,1241
1,1242
9,1243
6,1244
1,1245
3,1246
1,1247
0,1248
1,1249
0,1250
0,1251
0,1252
7,1253
9,1254
7,1255
3,1256
1,1257
2,1258
3,1259
6,1260
2,1261
5,1262
4,1263
7,1264
8,1265
1,1266
7,1267
8,1268
9,1269
0,1270
3,1271
2,1272
3,1273
0,1274
5,1275
3,1276
0,1277
2,1278
0,1279
4,1280
8,1281
1,1282
4,1283
8,1284
2,1285
2,1286
6,1287
8,1288
7,1289
6,1290
7,1291
5,1292
8,1293
4,1294
6,1295
7,1296
9,1297
7,1298
6,1299
4,1300
6,1301
9,1302
2,1303
2,1304
2,1305
1,1306
4,1307
2,1308
4,1309
1,1310
0,1311
9,1312
0,1313
8,1314
0,1315
8,1316
2,1317
4,1318
7,1319
0,1320
8,1321
0,1322
7,1323
8,1324
4,1325
2,1326
4,1327
3,1328
3,1329
2,1330
5,1331
2,1332
1,1333
1,1334
6,1335
9,1336
2,1337
8,1338
4,1339
5,1340
4,1341
1,1342
4,1343
3,1344
9,1345
6,1346
6,1347
5,1348
0,1349
2,1350
4,1351
9,1352
8,1353
6,1354
1,1355
5,1356
1,1357
8,1358
8,1359
0,1360
3,1361
2,1362
8,1363
4,1364
5,1365
4,1366
4,1367
4,1368
5,1369
6,1370
4,1371
5,1372
8,1373
4,1374
2,1375
5,1376
4,1377
7,1378
1,1379
5,1380
5,1381
5,1382
9,1383
2,1384
2,1385
2,1386
7,1387
6,1388
4,1389
2,1390
9,1391
9,1392
7,1393
2,1394
4,1395
9,1396
1,1397
1,1398
6,1399
9,1400
4,1401
9,1402
0,1403
3,1404
7,1405
3,1406
2,1407
5,1408
9,1409
7,1410
9,1411
5,1412
6,1413
4,1414
0,1415
9,1416
0,1417
8,1418
2,1419
0,1420
0,1421
6,1422
7,1423
8,1424
8,1425
9,1426
2,1427
9,1428
4,1429
6,1430
0,1431
6,1432
2,1433
7,1434
5,1435
3,1436
8,1437
2,1438
6,1439
1,1440
5,1441
4,1442
0,1443
6,1444
1,1445
7,1446
3,1447
0,1448
7,1449
5,1450
7,1451
1,1452
0,1453
8,1454
6,1455
8,1456
5,1457
9,1458
9,1459
3,1460
7,1461
0,1462
8,1463
9,1464
5,1465
9,1466
8,1467
8,1468
1,1469
6,1470
6,1471
2,1472
5,1473
2,1474
8,1475
9,1476
9,1477
7,1478
6,1479
3,1480
9,1481
9,1482
5,1483
2,1484
5,1485
1,1486
3,1487
1,1488
7,1489
6,1490
2,1491
7,1492
9,1493
5,1494
0,1495
3,1496
1,1497
6,1498
5,1499
8,1500
1,1501
9,1502
4,1503
5,1504
2,1505
1,1506
4,1507
5,1508
3,1509
6,1510
2,1511
0,1512
1,1513
1,1514
1,1515
9,1516
9,1517
2,1518
5,1519
6,1520
7,1521
4,1522
8,1523
6,1524
1,1525
2,1526
2,1527
1,1528
7,1529
6,1530
4,1531
3,1532
4,1533
9,1534
3,1535
9,1536
2,1537
8,1538
4,1539
6,1540
4,1541
7,1542
1,1543
5,1544
1,1545
6,1546
4,1547
3,1548
5,1549
5,1550
3,1551
4,1552
3,1553
3,1554
7,1555
0,1556
6,1557
6,1558
7,1559
4,1560
7,1561
3,1562
2,1563
9,1564
6,1565
2,1566
7,1567
6,1568
3,1569
1,1570
7,1571
4,1572
6,1573
1,1574
9,1575
8,1576
9,1577
9,1578
6,1579
9,1580
5,1581
8,1582
0,1583
1,1584
4,1585
9,1586
2,1587
0,1588
7,1589
5,1590
2,1591
1,1592
6,1593
2,1594
2,1595
4,1596
8,1597
1,1598
2,1599
4,1600
1,1601
4,1602
7,1603
9,1604
0,1605
3,1606
5,1607
1,1608
8,1609
8,1610
1,1611
4,1612
1,1613
7,1614
3,1615
7,1616
3,1617
3,1618
8,1619
9,1620
4,1621
3,1622
5,1623
0,1624
1,1625
6,1626
7,1627
7,1628
0,1629
2,1630
3,1631
0,1632
3,1633
8,1634
8,1635
6,1636
2,1637
1,1638
9,1639
7,1640
9,1641
6,1642
6,1643
6,1644
3,1645
9,1646
9,1647
0,1648
8,1649
4,1650
3,1651
2,1652
3,1653
8,1654
7,1655
8,1656
7,1657
1,1658
3,1659
9,1660
5,1661
1,1662
0,1663
4,1664
4,1665
7,1666
5,1667
6,1668
6,1669
6,1670
4,1671
8,1672
8,1673
0,1674
5,1675
6,1676
3,1677
7,1678
1,1679
8,1680
5,1681
5,1682
4,1683
4,1684
1,1685
3,1686
8,1687
3,1688
4,1689
8,1690
9,1691
8,1692
3,1693
5,1694
1,1695
7,1696
8,1697
7,1698
3,1699
9,1700
5,1701
1,1702
4,1703
8,1704
9,1705
6,1706
9,1707
1,1708
0,1709
9,1710
9,1711
9,1712
3,1713
2,1714
6,1715
0,1716
1,1717
3,1718
8,1719
3,1720
9,1721
2,1722
1,1723
1,1724
5,1725
7,1726
8,1727
6,1728
2,1729
1,1730
3,1731
3,1732
8,1733
6,1734
9,1735
0,1736
6,1737
3,1738
3,1739
4,1740
6,1741
0,1742
1,1743
1,1744
1,1745
8,1746
1,1747
6,1748
3,1749
8,1750
1,1751
2,1752
4,1753
2,1754
1,1755
4,1756
1,1757
0,1758
2,1759
2,1760
8,1761
7,1762
4,1763
7,1764
3,1765
4,1766
2,1767
3,1768
9,1769
0,1770
5,1771
7,1772
3,1773
6,1774
5,1775
3,1776
3,1777
5,1778
3,1779
9,1780
9,1781
1,1782
1,1783
2,1784
3,1785
3,1786
8,1787
3,1788
0,1789
9,1790
2,1791
7,1792
9,1793
0,1794
6,1795
8,1796
3,1797
8,1798
2,1799
4,1800
9,1801
1,1802
0,1803
8,1804
8,1805
9,1806
8,1807
3,1808
7,1809
8,1810
9,1811
4,1812
9,1813
0,1814
0,1815
7,1816
8,1817
0,1818
0,1819
3,1820
1,1821
4,1822
1,1823
5,1824
6,1825
1,1826
3,1827
1,1828
0,1829
0,1830
9,1831
0,1832
3,1833
6,1834
8,1835
0,1836
5,1837
8,1838
9,1839
2,1840
4,1841
5,1842
1,1843
1,1844
6,1845
5,1846
6,1847
1,1848
9,1849
7,1850
6,1851
2,1852
2,1853
6,1854
3,1855
4,1856
7,1857
5,1858
5,1859
8,1860
2,1861
2,1862
5,1863
7,1864
4,1865
6,1866
8,1867
1,1868
4,1869
7,1870
0,1871
0,1872
6,1873
6,1874
0,1875
2,1876
5,1877
6,1878
5,1879
4,1880
6,1881
2,1882
3,1883
6,1884
8,1885
4,1886
4,1887
5,1888
8,1889
9,1890
4,1891
9,1892
2,1893
7,1894
4,1895
0,1896
9,1897
6,1898
5,1899
9,1900
2,1901
0,1902
7,1903
4,1904
3,1905
7,1906
7,1907
9,1908
4,1909
6,1910
6,1911
2,1912
9,1913
5,1914
7,1915
2,1916
3,1917
6,1918
7,1919
7,1920
1,1921
4,1922
9,1923
8,1924
7,1925
3,1926
6,1927
1,1928
6,1929
7,1930
6,1931
5,1932
8,1933
9,1934
3,1935
3,1936
5,1937
5,1938
8,1939
7,1940
9,1941
3,1942
0,1943
5,1944
8,1945
4,1946
4,1947
4,1948
4,1949
4,1950
7,1951
1,1952
4,1953
6,1954
6,1955
9,1956
5,1957
3,1958
5,1959
6,1960
3,1961
3,1962
4,1963
4,1964
9,1965
2,1966
7,1967
5,1968
2,1969
6,1970
3,1971
7,1972
2,1973
8,1974
6,1975
4,1976
6,1977
9,1978
4,1979
6,1980
1,1981
1,1982
6,1983
2,1984
0,1985
1,1986
0,1987
7,1988
4,1989
9,1990
2,1991
5,1992
1,1993
8,1994
3,1995
7,1996
9,1997
5,1998
7,1999
0,2000
8,2001
5,2002
0,2003
6,2004
0,2005
9,2006
0,2007
5,2008
9,2009
3,2010
3,2011
4,2012
5,2013
8,2014
1,2015
9,2016
2,2017
9,2018
7,2019
6,2020
9,2021
5,2022
7,2023
2,2024
1,2025
4,2026
7,2027
9,2028
6,2029
8,2030
6,2031
5,2032
9,2033
6,2034
4,2035
4,2036
3,2037
5,2038
6,2039
0,2040
0,2041
6,2042
0,2043
4,2044
3,2045
1,2046
4,2047
7,2048
7,2049
6,2050
6,2051
8,2052
2,2053
3,2054
2,2055
4,2056
7,2057
2,2058
7,2059
6,2060
3,2061
4,2062
1,2063
1,2064
8,2065
5,2066
3,2067
7,2068
9,2069
1,2070
2,2071
4,2072
1,2073
8,2074
2,2075
3,2076
1,2077
1,2078
7,2079
0,2080
3,2081
6,2082
0,2083
7,2084
2,2085
0,2086
9,2087
1,2088
5,2089
6,2090
9,2091
1,2092
9,2093
1,2094
9,2095
4,2096
9,2097
8,2098
3,2099
1,2100
6,2101
3,2102
3,2103
4,2104
5,2105
4,2106
4,2107
1,2108
4,2109
8,2110
1,2111
4,2112
0,2113
7,2114
1,2115
2,2116
4,2117
8,2118
9,2119
1,2120
6,2121
6,2122
4,2123
6,2124
3,2125
4,2126
6,2127
0,2128
4,2129
3,2130
0,2131
4,2132
6,2133
8,2134
1,2135
8,2136
2,2137
1,2138
9,2139
0,2140
9,2141
3,2142
9,2143
1,2144
8,2145
7,2146
5,2147
1,2148
6,2149
9,2150
0,2151
6,2152
6,2153
5,2154
1,2155
8,2156
3,2157
3,2158
5,2159
4,2160
1,2161
8,2162
0,2163
2,2164
0,2165
3,2166
7,2167
6,2168
6,2169
4,2170
6,2171
5,2172
6,2173
7,2174
9,2175
2,2176
8,2177
2,2178
1,2179
2,2180
3,2181
6,2182
5,2183
6,2184
3,2185
9,2186
6,2187
9,2188
0,2189
4,2190
3,2191
7,2192
8,2193
3,2194
9,2195
4,2196
9,2197
3,2198
1,2199
8,2200
0,2201
7,2202
9,2203
5,2204
3,2205
1,2206
9,2207
1,2208
0,2209
1,2210
6,2211
0,2212
4,2213
8,2214
3,2215
6,2216
0,2217
4,2218
1,2219
6,2220
6,2221
4,2222
9,2223
6,2224
4,2225
6,2226
2,2227
5,2228
7,2229
9,2230
2,2231
1,2232
4,2233
0,2234
8,2235
7,2236
0,2237
2,2238
7,2239
2,2240
1,2241
5,2242
9,2243
2,2244
1,2245
5,2246
5,2247
5,2248
0,2249
1,2250
7,2251
7,2252
1,2253
5,2254
8,2255
6,2256
5,2257
9,2258
7,2259
0,2260
2,2261
4,2262
7,2263
7,2264
2,2265
8,2266
1,2267
5,2268
9,2269
7,2270
5,2271
7,2272
4,2273
7,2274
3,2275
6,2276
5,2277
0,2278
6,2279
7,2280
7,2281
0,2282
5,2283
3,2284
1,2285
8,2286
6,2287
9,2288
9,2289
9,2290
0,2291
8,2292
2,2293
9,2294
1,2295
6,2296
4,2297
2,2298
9,2299
6,2300
8,2301
4,2302
1,2303
2,2304
8,2305
3,2306
5,2307
7,2308
7,2309
6,2310
8,2311
9,2312
7,2313
0,2314
9,2315
6,2316
7,2317
1,2318
8,2319
4,2320
2,2321
0,2322
3,2323
1,2324
1,2325
1,2326
6,2327
7,2328
0,2329
2,2330
2,2331
8,2332
5,2333
8,2334
1,2335
9,2336
1,2337
2,2338
0,2339
3,2340
9,2341
5,2342
5,2343
1,2344
5,2345
4,2346
6,2347
2,2348
3,2349
9,2350
6,2351
6,2352
6,2353
8,2354
2,2355
8,2356
2,2357
7,2358
2,2359
0,2360
8,2361
4,2362
5,2363
5,2364
6,2365
3,2366
4,2367
1,2368
2,2369
7,2370
1,2371
9,2372
7,2373
1,2374
3,2375
3,2376
9,2377
1,2378
4,2379
8,2380
9,2381
2,2382
8,2383
5,2384
5,2385
6,2386
5,2387
7,2388
1,2389
4,2390
2,2391
6,2392
5,2393
1,2394
3,2395
7,2396
3,2397
1,2398
0,2399
3,2400
6,2401
7,2402
5,2403
5,2404
9,2405
3,2406
7,2407
6,2408
0,2409
0,2410
4,2411
0,2412
9,2413
9,2414
4,2415
5,2416
4,2417
5,2418
0,2419
9,2420
5,2421
9,2422
3,2423
1,2424
6,2425
9,2426
9,2427
3,2428
9,2429
1,2430
6,2431
5,2432
7,2433
9,2434
0,2435
0,2436
0,2437
9,2438
7,2439
6,2440
4,2441
5,2442
2,2443
8,2444
7,2445
1,2446
9,2447
5,2448
3,2449
5,2450
2,2451
3,2452
6,2453
3,2454
9,2455
7,2456
9,2457
4,2458
3,2459
4,2460
3,2461
3,2462
9,2463
7,2464
1,2465
7,2466
9,2467
3,2468
2,2469
3,2470
9,2471
3,2472
8,2473
9,2474
2,2475
5,2476
4,2477
5,2478
9,2479
8,2480
4,2481
4,2482
4,2483
8,2484
1,2485
3,2486
1,2487
6,2488
9,2489
5,2490
8,2491
7,2492
7,2493
0,2494
2,2495
7,2496
8,2497
2,2498
1,2499
1,2500
3,2501
3,2502
8,2503
9,2504
5,2505
5,2506
3,2507
7,2508
4,2509
9,2510
8,2511
1,2512
4,2513
2,2514
2,2515
3,2516
9,2517
6,2518
2,2519
7,2520
2,2521
5,2522
4,2523
5,2524
2,2525
0,2526
9,2527
8,2528
3,2529
6,2530
9,2531
1,2532
9,2533
9,2534
1,2535
1,2536
5,2537
0,2538
3,2539
6,2540
3,2541
7,2542
3,2543
3,2544
0,2545
0,2546
9,2547
8,2548
9,2549
0,2550
2,2551
8,2552
8,2553
7,2554
1,2555
0,2556
0,2557
2,2558
1,2559
8,2560
0,2561
2,2562
4,2563
2,2564
8,2565
6,2566
3,2567
0,2568
2,2569
2,2570
5,2571
9,2572
5,2573
2,2574
7,2575
9,2576
1,2577
1,2578
3,2579
6,2580
7,2581
2,2582
8,2583
0,2584
1,2585
1,2586
9,2587
9,2588
0,2589
8,2590
5,2591
5,2592
5,2593
6,2594
2,2595
0,2596
4,2597
9,2598
8,2599
8,2600
8,2601
5,2602
7,2603
3,2604
9,2605
3,2606
8,2607
7,2608
6,2609
9,2610
5,2611
4,2612
0,2613
7,2614
2,2615
6,2616
7,2617
1,2618
3,2619
2,2620
9,2621
4,2622
2,2623
6,2624
6,2625
1,2626
8,2627
4,2628
7,2629
4,2630
4,2631
9,2632
0,2633
6,2634
5,2635
7,2636
0,2637
9,2638
5,2639
9,2640
4,2641
2,2642
3,2643
4,2644
7,2645
9,2646
7,2647
0,2648
9,2649
3,2650
4,2651
4,2652
3,2653
7,2654
3,2655
0,2656
6,2657
1,2658
6,2659
3,2660
4,2661
0,2662
5,2663
3,2664
0,2665
9,2666
2,2667
8,2668
2,2669
3,2670
6,2671
7,2672
2,2673
7,2674
5,2675
3,2676
1,2677
0,2678
4,2679
3,2680
3,2681
4,2682
7,2683
1,2684
4,2685
3,2686
2,2687
0,2688
0,2689
5,2690
1,2691
1,2692
7,2693
5,2694
9,2695
3,2696
6,2697
9,2698
2,2699
1,2700
3,2701
3,2702
5,2703
3,2704
1,2705
7,2706
5,2707
5,2708
5,2709
0,2710
9,2711
5,2712
1,2713
6,2714
3,2715
5,2716
7,2717
7,2718
5,2719
2,2720
1,2721
8,2722
3,2723
9,2724
4,2725
7,2726
0,2727
4,2728
4,2729
5,2730
7,2731
4,2732
1,2733
5,2734
1,2735
8,2736
9,2737
1,2738
5,2739
3,2740
9,2741
3,2742
4,2743
8,2744
4,2745
4,2746
3,2747
8,2748
5,2749
7,2750
6,2751
0,2752
3,2753
2,2754
1,2755
7,2756
7,2757
1,2758
0,2759
8,2760
7,2761
2,2762
0,2763
1,2764
9,2765
2,2766
6,2767
1,2768
9,2769
9,2770
2,2771
7,2772
1,2773
4,2774
2,2775
8,2776
3,2777
4,2778
6,2779
3,2780
9,2781
7,2782
7,2783
8,2784
7,2785
4,2786
3,2787
5,2788
2,2789
1,2790
4,2791
3,2792
9,2793
9,2794
5,2795
2,2796
8,2797
9,2798
8,2799
8,2800
1,2801
0,2802
7,2803
9,2804
9,2805
4,2806
2,2807
4,2808
4,2809
2,2810
3,2811
6,2812
0,2813
2,2814
5,2815
4,2816
0,2817
7,2818
2,2819
2,2820
2,2821
9,2822
4,2823
6,2824
4,2825
9,2826
0,2827
3,2828
6,2829
6,2830
0,2831
8,2832
0,2833
1,2834
2,2835
1,2836
5,2837
7,2838
6,2839
1,2840
3,2841
4,2842
4,2843
8,2844
8,2845
0,2846
7,2847
8,2848
6,2849
1,2850
1,2851
2,2852
7,2853
9,2854
6,2855
6,2856
6,2857
1,2858
7,2859
5,2860
4,2861
9,2862
4,2863
9,2864
2,2865
4,2866
9,2867
8,2868
1,2869
9,2870
5,2871
3,2872
2,2873
4,2874
4,2875
1,2876
6,2877
3,2878
6,2879
5,2880
5,2881
1,2882
9,2883
4,2884
7,2885
7,2886
5,2887
6,2888
4,2889
1,2890
1,2891
1,2892
9,2893
7,2894
4,2895
8,2896
1,2897
1,2898
4,2899
2,2900
4,2901
3,2902
1,2903
4,2904
9,2905
3,2906
5,2907
7,2908
5,2909
6,2910
1,2911
9,2912
0,2913
7,2914
4,2915
1,2916
1,2917
2,2918
6,2919
6,2920
9,2921
2,2922
8,2923
1,2924
5,2925
5,2926
7,2927
5,2928
0,2929
2,2930
7,2931
3,2932
5,2933
9,2934
5,2935
0,2936
7,2937
4,2938
4,2939
4,2940
1,2941
3,2942
3,2943
5,2944
7,2945
0,2946
6,2947
1,2948
2,2949
1,2950
6,2951
1,2952
2,2953
3,2954
8,2955
1,2956
7,2957
4,2958
7,2959
8,2960
6,2961
0,2962
4,2963
4,2964
0,2965
1,2966
0,2967
2,2968
9,2969
5,2970
2,2971
9,2972
8,2973
5,2974
4,2975
2,2976
7,2977
5,2978
9,2979
0,2980
0,2981
1,2982
0,2983
4,2984
3,2985
5,2986
3,2987
3,2988
1,2989
9,2990
1,2991
5,2992
0,2993
9,2994
7,2995
0,2996
5,2997
